"","Zipcode","Population2017","Male2017","Female2017","Bachelor_total17","Hispanic17","PerCapital_income17","MedHomeValue17","Med_House_income17","Belov_Poverty_percent17","White17","Black17","Asian17"
"1472",78850,1306,652,654,266,707,"25631","142300","52708","12.2",1258,0,0
"1473",78852,55879,27806,28073,3683,2522,"16505","94800","37667","24.4",52074,212,253
"1474",78861,13782,7908,5874,1323,6686,"21647","127900","56131","10.3",11758,807,170
"1475",78870,1031,531,500,144,355,"19971","75000","34632","24.6",1017,0,7
"1476",78872,1724,914,810,110,341,"15885","46200","24353","29.5",1699,0,0
"1477",78873,1920,917,1003,253,1574,"19786","112300","35694","15.9",1910,7,1
"1478",78879,215,66,149,112,215,"29433","149200","-","5.1",215,0,0
"1479",78880,1833,888,945,305,763,"31149","66600","43750","8.1",1810,0,0
"1480",78881,2321,1244,1077,292,887,"17961","65600","36875","12.9",2243,0,0
"1481",78883,200,64,136,83,192,"27005","-","39514","18.5",196,0,0
"1482",78884,977,363,614,184,892,"32706","173200","52667","10.5",976,1,0
"1483",78885,86,53,33,32,70,"47151","-","105313","0.0",81,0,0
"1484",78886,336,204,132,78,177,"35043","176000","39844","13.7",336,0,0
"1485",78931,266,136,130,50,266,"44606","-","96944","0.0",266,0,0
"1486",78932,583,314,269,109,533,"30128","120900","55625","9.9",581,0,0
"1487",78933,1138,567,571,213,1079,"42671","164000","76213","7.2",1094,0,44
"1488",78934,6238,3213,3025,1007,4544,"22941","138000","44775","11.4",4670,706,4
"1489",78935,1509,760,749,317,1067,"29092","286300","76667","13.4",1422,0,0
"1490",78938,337,143,194,70,295,"22411","94500","60625","0.0",241,96,0
"1491",78940,2387,1224,1163,385,2118,"30922","175800","53214","12.1",2357,24,0
"1492",78941,2791,1412,1379,369,2007,"27786","148200","46274","19.6",2466,179,26
"1493",78942,8499,4236,4263,885,5426,"24137","118500","53689","16.4",6557,1031,10
"1494",78943,231,101,130,51,231,"39284","-","-","0.0",104,127,0
"1495",78944,521,264,257,110,473,"34261","167900","58523","16.9",438,53,0
"1496",78945,10107,5056,5051,1295,7980,"29552","176600","64063","8.2",8869,705,137
"1497",78946,860,487,373,84,854,"39615","185100","40385","13.1",667,187,0
"1498",78947,4605,2257,2348,801,4349,"29159","201700","59659","10.7",4316,198,48
"1499",78948,743,403,340,113,634,"41562","212800","58550","5.2",505,129,0
"1500",78949,768,367,401,99,606,"27480","150400","76429","2.0",768,0,0
"1501",78950,2000,1040,960,244,1855,"33142","172800","51000","12.9",1683,229,0
"1502",78951,0,0,0,0,0,"-","-","-","-",0,0,0
"1503",78953,874,394,480,61,874,"31783","129000","71111","6.4",874,0,0
"1504",78954,1170,548,622,425,1130,"45361","291100","56458","6.2",1081,77,0
"1505",78956,5518,2496,3022,663,4106,"25607","136600","47054","10.5",5049,338,19
"1506",78957,9310,4260,5050,1684,8305,"29314","151200","53431","13.8",7206,1313,124
"1507",78959,2047,1156,891,118,639,"23719","76000","42467","11.6",699,130,19
"1508",78962,5200,2680,2520,677,4391,"37860","112300","59346","10.5",4177,767,10
"1509",78963,1174,588,586,53,778,"21584","118200","54293","0.4",1065,36,0
"1510",79001,201,106,95,65,183,"50903","97000","70000","13.4",198,0,0
"1511",79003,210,114,96,25,210,"25607","103000","67679","9.5",208,0,2
"1512",79005,1653,918,735,156,886,"30839","125200","69000","9.9",1420,5,8
"1513",79007,14415,7090,7325,1504,10549,"24472","77000","47737","18.9",12502,429,85
"1514",79009,1921,982,939,113,396,"19327","75500","42125","21.6",1748,70,22
"1515",79011,209,103,106,39,202,"51435","68500","83194","7.7",201,0,0
"1516",79012,1272,701,571,340,1249,"41261","263100","109628","0.4",1153,0,0
"1517",79013,3707,1986,1721,82,1014,"13593","55400","47697","13.4",2469,547,474
"1518",79014,4119,1964,2155,594,2662,"29234","136700","68491","8.7",3812,32,13
"1519",79015,21576,10331,11245,5229,17853,"28823","182600","60867","13.3",19657,573,204
"1520",79016,133,49,84,5,90,"2959","-","-","-",94,24,5
"1521",79018,272,114,158,31,223,"22611","56700","44688","20.2",253,1,0
"1522",79019,1756,872,884,314,1605,"30780","131700","69464","7.7",1648,39,0
"1523",79022,11488,6639,4849,1091,7373,"22908","100800","54047","12.5",9926,616,123
"1524",79024,470,237,233,80,404,"28491","80400","61071","10.6",434,0,5
"1525",79025,39,29,10,0,29,"17115","-","-","0.0",39,0,0
"1526",79027,5090,2537,2553,441,1674,"22673","81800","40956","16.6",4686,37,85
"1527",79029,16010,8231,7779,1450,7682,"22477","118400","54278","18.8",12216,389,1257
"1528",79031,1397,684,713,242,631,"22582","77900","51964","8.0",1244,21,0
"1529",79032,180,101,79,4,57,"21199","93900","74375","8.3",152,0,0
"1530",79034,634,359,275,78,478,"28192","92700","59000","9.5",568,1,8
"1531",79035,4892,2632,2260,576,1421,"22501","78600","52109","19.1",3855,46,0
"1532",79036,5253,2655,2598,344,4747,"26112","72900","53058","8.2",4843,15,22
"1533",79039,951,471,480,167,866,"31689","113200","61094","8.0",929,4,11
"1534",79040,1771,977,794,193,976,"24501","95000","44268","8.6",1579,0,0
"1535",79041,3199,1569,1630,235,1103,"18641","70300","41598","19.5",3045,49,6
"1536",79042,1136,610,526,158,1023,"23242","72400","38929","17.0",1095,13,0
"1537",79043,1443,723,720,66,272,"19248","49800","43333","31.0",1313,17,6
"1538",79044,651,305,346,79,278,"17440","109500","37434","19.8",625,6,0
"1539",79045,19066,9517,9549,1660,5109,"21050","87500","51564","17.8",16659,221,94
"1540",79046,636,302,334,86,571,"26308","79500","45804","17.5",541,6,6
"1541",79052,1166,621,545,129,609,"24153","77500","46477","11.2",1010,59,8
"1542",79053,185,77,108,22,144,"20690","123800","63542","7.6",185,0,0
"1543",79054,527,266,261,26,493,"23240","31800","40481","10.7",451,2,24
"1544",79056,84,51,33,23,74,"57702","90000","73750","0.0",83,1,0
"1545",79057,1595,717,878,174,1383,"24099","47100","55703","10.2",1501,17,19
"1546",79058,0,0,0,0,0,"-","-","-","-",0,0,0
"1547",79059,705,322,383,171,639,"34812","123600","76667","4.2",693,0,4
"1548",79061,392,164,228,62,332,"22273","70800","57000","6.9",385,0,1
"1549",79062,226,114,112,43,170,"32977","45600","66250","0.4",226,0,0
"1550",79063,661,325,336,100,621,"27159","152600","61500","0.9",633,0,2
"1551",79064,2364,1229,1135,193,660,"21737","60900","40208","17.3",2183,38,0
"1552",79065,21082,11283,9799,1899,14904,"23538","74700","49005","15.2",17800,1020,119
"1553",79068,3043,1429,1614,774,2782,"33168","123700","68977","5.6",2927,35,14
"1554",79070,10183,5190,4993,1140,4683,"23902","103500","49548","13.0",8972,50,22
"1555",79072,26829,14001,12828,2902,10829,"18634","83800","45884","20.7",22334,1627,68
"1556",79079,2696,1458,1238,299,2135,"25027","84600","44696","26.2",2254,151,4
"1557",79080,562,268,294,52,536,"24433","39100","57596","7.8",545,1,7
"1558",79081,4065,1965,2100,406,2134,"20474","99200","38097","23.0",3672,17,0
"1559",79082,276,111,165,45,118,"16303","101600","49583","6.9",275,1,0
"1560",79083,2155,1102,1053,178,1772,"26031","69300","42625","20.1",1945,17,15
"1561",79084,2384,1292,1092,325,1191,"24092","87500","55217","13.3",2166,9,0
"1562",79086,2283,1244,1039,296,1408,"26289","84600","53220","10.5",2142,0,4
"1563",79087,591,333,258,116,444,"31537","83300","56250","10.7",518,0,21
"1564",79088,5756,3030,2726,433,3147,"18140","71300","37901","24.0",4658,368,6
"1565",79091,153,72,81,45,153,"26523","78500","-","0.0",153,0,0
"1566",79092,985,482,503,166,873,"30545","92400","56875","8.7",954,5,0
"1567",79093,77,40,37,0,77,"21939","-","-","16.9",64,0,0
"1568",79094,77,49,28,18,36,"36881","59600","56771","0.0",77,0,0
"1569",79095,2699,1319,1380,260,1884,"21087","56800","46618","16.2",2109,113,4
"1570",79096,2231,1122,1109,235,1370,"26202","87700","52656","14.0",2006,11,0
"1571",79097,1037,503,534,234,823,"35030","106200","77500","1.3",1010,0,0
"1572",79098,521,274,247,33,444,"32415","113200","78125","11.5",515,0,2
"1573",79101,2185,949,1236,360,1925,"23830","77400","25978","23.1",1797,160,0
"1574",79102,9586,4902,4684,1150,6324,"21213","98600","44257","20.5",7316,409,906
"1575",79103,10880,5228,5652,642,4368,"19497","85300","46233","17.6",9699,371,75
"1576",79104,6727,3302,3425,139,1845,"16193","58800","38800","28.2",6268,41,60
"1577",79105,0,0,0,0,0,"-","-","-","-",0,0,0
"1578",79106,27883,13755,14128,4452,20587,"25450","111300","41480","19.9",23375,2065,386
"1579",79107,35188,17432,17756,1130,16241,"14459","64000","35023","28.6",22996,5521,4054
"1580",79108,16479,10806,5673,1439,12498,"19699","109400","51374","15.6",13424,2287,109
"1581",79109,44211,21315,22896,9502,36749,"32832","157200","56396","9.1",38313,2144,836
"1582",79110,19242,9719,9523,2318,13905,"26231","109700","58631","14.7",17058,573,169
"1583",79111,2060,1174,886,140,1636,"17820","-","62114","14.9",1934,72,20
"1584",79118,22279,11314,10965,3324,16969,"31158","150100","72712","9.2",20112,639,401
"1585",79119,15884,7608,8276,5071,13561,"45466","254200","87565","6.1",14909,89,360
"1586",79121,6582,3372,3210,2272,5465,"46371","186500","73885","6.1",5641,274,155
"1587",79124,8720,4166,4554,2575,7763,"48802","224400","87546","4.9",7567,193,595
"1588",79201,7066,3956,3110,931,5541,"18888","81400","40714","19.2",5822,512,160
"1589",79220,276,135,141,60,176,"21421","104700","33750","30.1",261,0,0
"1590",79225,1075,590,485,117,684,"23788","42300","49779","11.5",965,38,0
"1591",79226,2967,1508,1459,363,2679,"23635","67400","44758","15.1",2680,129,16
"1592",79227,1454,775,679,196,1148,"26110","46900","49583","6.0",1231,31,0
"1593",79229,399,196,203,40,325,"26857","49300","57273","7.3",391,6,0
"1594",79235,3621,1725,1896,468,1545,"22081","49600","47128","18.3",3408,137,1
"1595",79236,269,139,130,40,202,"31314","36900","63438","0.0",268,0,0
"1596",79237,429,205,224,37,349,"18329","58800","31528","17.7",421,0,0
"1597",79239,178,90,88,37,109,"14661","37100","22188","22.5",140,19,0
"1598",79241,2196,1106,1090,239,932,"28453","75900","54185","16.9",2053,25,14
"1599",79244,753,353,400,84,606,"26150","58700","43750","9.4",627,39,0
"1600",79245,2467,1239,1228,216,1605,"20298","49900","30682","23.1",1917,197,15
"1601",79247,78,43,35,0,67,"19538","27500","-","3.8",67,0,0
"1602",79248,1442,723,719,183,942,"19516","42300","32227","26.2",1145,153,0
"1603",79250,1479,703,776,224,743,"26258","62400","62688","14.6",1437,14,9
"1604",79252,2996,1399,1597,322,2537,"21084","38000","35865","14.2",2573,247,19
"1605",79255,670,330,340,108,408,"21389","104700","39417","23.3",599,16,0
"1606",79256,285,181,104,21,265,"24056","54800","36000","23.0",265,0,0
"1607",79257,932,478,454,154,681,"25157","54400","44706","6.9",854,11,0
"1608",79261,394,186,208,48,290,"22710","55000","38571","18.6",338,15,0
"1609",79311,3615,1892,1723,401,2110,"22875","82100","50750","15.1",3347,12,4
"1610",79312,1020,545,475,112,523,"22699","58600","47829","18.9",932,24,8
"1611",79313,1738,955,783,116,915,"20232","58400","43625","16.2",1607,70,0
"1612",79316,11510,6158,5352,1068,5232,"21960","68000","41406","13.4",10282,651,0
"1613",79322,1927,941,986,205,929,"22206","55000","35651","27.4",1632,150,0
"1614",79323,7367,3672,3695,634,2186,"23435","84800","65352","11.7",7082,48,0
"1615",79324,67,32,35,0,59,"33863","269600","140982","0.0",67,0,0
"1616",79325,2492,1166,1326,277,1531,"23818","116200","49861","11.4",2287,45,0
"1617",79329,3216,1811,1405,570,2087,"31664","140300","67371","9.9",3032,34,10
"1618",79331,12742,7089,5653,1087,5595,"21530","67300","42513","18.4",9906,785,108
"1619",79336,17229,8426,8803,1361,8684,"23012","89200","49332","15.2",15157,735,39
"1620",79339,6624,3353,3271,609,3136,"18781","61100","41402","24.3",5500,588,41
"1621",79342,535,299,236,99,322,"28799","74200","91429","6.0",505,3,0
"1622",79343,1653,871,782,114,715,"20454","68200","40694","24.0",1488,81,15
"1623",79345,920,451,469,102,421,"20999","71100","52500","19.5",843,0,0
"1624",79346,2251,1152,1099,119,860,"18003","33100","36169","24.9",2045,46,0
"1625",79347,7212,3770,3442,711,2817,"18639","69800","42904","22.1",6214,100,63
"1626",79350,339,192,147,9,151,"18793","71800","45250","18.8",270,0,0
"1627",79351,1436,706,730,130,685,"26510","65200","46920","18.2",1269,0,14
"1628",79353,54,31,23,0,54,"12394","-","48750","7.4",54,0,0
"1629",79355,1889,1006,883,197,810,"25715","80900","57375","10.2",1828,9,3
"1630",79356,6372,4142,2230,499,2760,"18586","73700","52857","14.5",5351,307,38
"1631",79357,2260,1095,1165,177,935,"18300","54800","40030","11.5",2207,11,0
"1632",79358,1080,559,521,180,748,"24476","75400","54063","11.4",1027,14,0
"1633",79359,2900,1546,1354,97,603,"16867","50000","46620","19.8",2754,89,0
"1634",79360,15623,7829,7794,1047,10821,"23303","121700","57654","10.1",14517,392,91
"1635",79363,5799,2712,3087,984,4019,"27755","128900","65845","10.5",5435,33,0
"1636",79364,7710,3570,4140,990,4525,"23466","75300","42976","16.7",6372,662,0
"1637",79366,1236,581,655,510,1128,"57167","210700","97368","2.4",1187,0,17
"1638",79367,756,362,394,49,581,"18152","73500","53750","18.1",719,20,0
"1639",79369,138,82,56,18,64,"20065","-","34167","16.7",130,0,0
"1640",79370,1572,870,702,163,1127,"23426","53600","41364","16.2",1371,63,2
"1641",79371,1450,740,710,166,771,"27616","61900","50536","19.0",1387,4,0
"1642",79372,1191,586,605,173,588,"27023","73400","51765","14.4",1117,29,0
"1643",79373,2903,1506,1397,344,1563,"27412","72200","39779","21.6",2334,90,1
"1644",79377,255,123,132,35,143,"22966","68600","66875","3.5",212,0,0
"1645",79378,290,119,171,23,209,"24076","-","56750","9.0",253,6,0
"1646",79379,619,308,311,76,366,"23768","47100","63611","22.4",509,36,0
"1647",79381,1528,779,749,207,793,"25107","112200","51250","13.7",1263,5,0
"1648",79382,7122,3669,3453,1571,5615,"29727","179900","66117","15.2",6335,58,39
"1649",79401,7909,4095,3814,626,5658,"12431","70400","18425","54.7",5749,964,375
"1650",79403,17401,8752,8649,862,8917,"17254","54100","39639","26.1",9727,4703,17
"1651",79404,10347,5367,4980,542,4730,"14904","47400","32393","30.6",6587,2591,20
"1652",79406,6824,3654,3170,50,5309,"3212","-","-","-",5537,486,224
"1653",79407,21028,10072,10956,3733,15008,"28290","101400","43981","14.1",17692,1289,617
"1654",79410,9583,5199,4384,2110,7576,"25769","128700","43408","32.5",8529,236,101
"1655",79411,7894,4066,3828,1056,3804,"19990","64400","35812","25.3",6078,300,86
"1656",79412,17141,8023,9118,1136,7114,"15496","77500","36584","30.9",12762,2187,141
"1657",79413,22149,10399,11750,4731,15072,"27036","132200","48898","18.8",18369,1074,426
"1658",79414,18150,8434,9716,2738,11422,"21733","91500","39165","20.0",14417,1291,259
"1659",79415,17343,8880,8463,1716,7205,"16261","57100","29223","31.7",12581,1123,1013
"1660",79416,33302,16626,16676,6385,22759,"26027","118600","48594","20.8",27417,2005,1346
"1661",79423,37960,18373,19587,8938,26582,"31844","138900","63837","8.4",32506,1419,263
"1662",79424,45948,22806,23142,13942,36739,"41062","187800","78892","6.0",39312,1231,1409
"1663",79501,2959,1284,1675,397,2244,"26189","71000","51477","17.1",2599,81,0
"1664",79502,984,495,489,87,738,"27579","52100","45625","15.4",922,38,0
"1665",79503,195,81,114,72,195,"35009","-","61429","16.9",193,1,0
"1666",79504,3157,1503,1654,416,2901,"23338","64500","45089","10.0",2973,15,21
"1667",79505,314,166,148,53,283,"17735","41700","35625","20.7",288,2,0
"1668",79506,679,346,333,152,635,"34830","81400","49241","9.9",635,0,0
"1669",79508,1403,718,685,303,1077,"34761","168800","76989","5.2",1156,77,38
"1670",79510,7056,3391,3665,793,6429,"21694","82200","41059","16.7",6538,186,12
"1671",79511,1278,640,638,133,1052,"36432","103500","58958","5.9",1186,2,0
"1672",79512,7907,5044,2863,655,4782,"17953","69000","51968","7.9",6060,959,33
"1673",79518,51,32,19,6,51,"66198","75700","79167","7.8",51,0,0
"1674",79519,52,29,23,22,52,"60333","151800","39375","0.0",45,0,0
"1675",79520,2219,1050,1169,185,1772,"22763","62500","49886","21.8",1885,215,0
"1676",79521,3795,2192,1603,333,2598,"19120","58600","46270","20.1",3435,110,43
"1677",79525,2261,1025,1236,308,1995,"24726","100300","46094","12.3",2119,3,0
"1678",79526,835,443,392,116,583,"31161","77600","55385","2.9",795,4,0
"1679",79527,183,82,101,17,166,"27416","-","52938","0.0",180,0,0
"1680",79528,619,273,346,101,476,"23603","60700","47841","19.1",565,6,0
"1681",79529,1378,636,742,226,961,"21769","44300","46118","7.5",1228,37,2
"1682",79530,428,227,201,95,378,"28871","51600","62813","10.5",402,0,0
"1683",79532,700,304,396,59,407,"34912","47700","61071","9.4",668,5,0
"1684",79533,347,195,152,47,317,"24712","31200","38333","18.2",343,2,0
"1685",79535,134,57,77,8,132,"46128","54500","65000","3.0",134,0,0
"1686",79536,4593,2245,2348,438,3982,"27616","72100","50636","11.4",4211,25,7
"1687",79537,35,18,17,4,35,"72883","-","-","0.0",35,0,0
"1688",79539,142,80,62,42,117,"35951","31500","61250","18.3",117,0,0
"1689",79540,51,29,22,7,51,"30800","81700","87813","0.0",51,0,0
"1690",79541,1137,609,528,360,1107,"54835","259600","-","5.0",1121,0,0
"1691",79543,1236,597,639,195,888,"24671","64700","46172","14.3",1165,39,4
"1692",79544,496,253,243,44,400,"32271","35000","33958","21.6",393,61,0
"1693",79545,1913,1047,866,296,1165,"29290","76600","57826","13.5",1795,0,9
"1694",79546,1768,754,1014,231,1138,"26781","56900","40192","23.8",1528,72,15
"1695",79547,771,365,406,57,575,"20020","32100","31667","23.9",723,12,0
"1696",79548,123,66,57,31,93,"24683","72300","31250","9.8",108,0,0
"1697",79549,16236,8900,7336,1864,9644,"23721","91100","54820","13.6",14180,780,38
"1698",79553,3279,1355,1924,380,2169,"23692","47600","38958","17.8",2554,196,0
"1699",79556,12915,6571,6344,1001,8152,"22498","64800","40998","17.0",11181,754,33
"1700",79560,145,70,75,20,108,"52419","76500","49500","23.4",126,0,0
"1701",79561,736,408,328,59,677,"23541","63300","48382","13.7",679,38,0
"1702",79562,3805,1823,1982,880,3641,"35050","162000","75208","4.1",3730,0,0
"1703",79563,1052,444,608,58,824,"17144","58800","37167","14.1",871,11,0
"1704",79565,223,100,123,18,193,"34724","46400","60417","2.2",214,0,0
"1705",79567,3517,1732,1785,467,2093,"21504","43400","40680","17.5",3232,39,101
"1706",79601,28041,16906,11135,3258,20718,"15951","88900","38691","24.8",18541,4028,554
"1707",79602,24027,11353,12674,4512,18894,"27636","150600","60957","12.8",19843,1351,206
"1708",79603,23577,11367,12210,2153,13032,"19896","71800","38427","21.9",16018,2491,210
"1709",79605,29672,14483,15189,4180,23251,"25117","99900","45043","15.6",23295,2204,569
"1710",79606,23929,12029,11900,5184,19970,"32267","169700","60686","11.1",18762,1978,988
"1711",79607,3309,2238,1071,274,2789,"15864","-","46786","11.3",2242,598,159
"1712",79699,124,76,48,0,106,"4251","-","-","-",84,29,0
"1713",79701,29315,15033,14282,3111,10114,"25687","114000","57758","15.9",22232,2771,101
"1714",79703,23083,11871,11212,1839,10435,"28246","143000","70245","5.9",18371,1349,554
"1715",79705,39818,19583,20235,9515,25400,"44241","226700","80562","10.0",32821,3419,659
"1716",79706,25344,12363,12981,2442,12321,"29206","151000","75042","6.5",23148,216,52
"1717",79707,38489,19479,19010,10356,29755,"53115","276400","97349","5.2",32485,2173,1433
"1718",79713,339,182,157,64,227,"39754","107500","59583","6.6",300,0,4
"1719",79714,17577,8980,8597,1170,7840,"29903","126000","70753","11.9",16134,367,37
"1720",79718,894,461,433,118,246,"20942","42900","44671","5.3",692,0,0
"1721",79719,631,323,308,21,147,"17421","37100","44750","24.6",614,0,4
"1722",79720,35231,19979,15252,3421,20499,"22740","85200","51048","14.0",29279,2134,288
"1723",79730,348,209,139,2,21,"20814","29200","43940","10.9",113,0,0
"1724",79731,4767,2478,2289,340,1731,"24761","84800","64074","11.0",2397,212,0
"1725",79733,198,98,100,36,143,"26566","71300","49000","29.8",182,0,0
"1726",79734,2129,1009,1120,666,1362,"24873","113000","47102","7.0",2056,15,33
"1727",79735,13383,7708,5675,827,3863,"18091","70100","46445","12.0",11273,602,43
"1728",79738,265,122,143,78,243,"47615","61300","71667","0.0",265,0,0
"1729",79739,1149,636,513,195,645,"28233","214300","44917","14.0",866,0,0
"1730",79741,212,134,78,33,206,"31808","67600","35625","4.7",197,0,0
"1731",79742,494,244,250,45,201,"21410","30100","39861","18.8",404,1,0
"1732",79743,384,207,177,66,260,"27702","63100","75000","13.5",346,0,0
"1733",79744,1466,797,669,204,642,"25765","77000","62900","8.3",755,11,23
"1734",79745,6842,3515,3327,395,2605,"22943","57300","49257","18.0",5997,289,0
"1735",79749,345,154,191,79,278,"32895","187500","80750","0.0",340,0,0
"1736",79752,2473,1170,1303,178,1059,"22736","58200","50192","21.4",1008,193,9
"1737",79755,188,124,64,10,82,"22784","-","40486","18.6",149,0,0
"1738",79756,9622,4815,4807,917,4606,"27949","89900","66974","10.7",7992,615,28
"1739",79758,2137,1288,849,146,1786,"34246","141400","82794","1.9",2000,92,0
"1740",79761,33922,17042,16880,2916,13327,"27843","123100","53722","14.8",26030,2305,285
"1741",79762,44014,22130,21884,6380,23993,"31697","148300","64239","9.5",36799,1983,528
"1742",79763,37282,18777,18505,2009,9827,"22166","99000","51849","14.2",31591,1060,180
"1743",79764,22105,11410,10695,773,8282,"24368","83300","50827","15.3",18356,732,55
"1744",79765,13451,6750,6701,3283,8270,"43065","212500","95551","5.3",10772,576,936
"1745",79766,6519,3316,3203,307,1376,"25633","93300","57024","12.1",5749,130,0
"1746",79772,13569,8352,5217,861,3318,"18954","56200","51420","13.6",10523,721,163
"1747",79777,248,139,109,37,217,"25104","60000","52200","0.4",215,6,0
"1748",79778,903,442,461,56,645,"32369","80000","61875","8.7",661,50,0
"1749",79781,350,194,156,23,323,"19295","32500","44432","4.9",285,56,0
"1750",79782,4521,2360,2161,518,2203,"25692","113800","66375","7.8",3683,36,0
"1751",79788,469,249,220,12,326,"24264","42200","51250","10.2",422,3,0
"1752",79789,908,439,469,99,526,"26334","63300","70909","17.7",888,4,0
"1753",79821,7269,4334,2935,594,1082,"13833","94100","38011","24.0",5040,254,31
"1754",79830,7802,3755,4047,2090,4158,"25876","131700","38563","10.8",7242,7,144
"1755",79834,173,84,89,72,111,"27079","-","47411","4.7",126,6,1
"1756",79835,11835,5964,5871,862,833,"12744","77100","28833","39.1",6901,19,0
"1757",79836,5889,2875,3014,456,517,"14369","83000","37453","22.4",3926,5,12
"1758",79837,456,203,253,22,212,"12279","29400","19625","54.8",377,0,0
"1759",79838,6719,3173,3546,148,354,"11649","58300","27724","37.2",4930,12,0
"1760",79839,1748,762,986,43,139,"10698","45400","18393","40.4",1304,12,19
"1761",79842,533,281,252,180,290,"33207","94200","48438","2.3",484,0,0
"1762",79843,2298,1145,1153,488,764,"20211","107600","41333","18.4",2147,0,91
"1763",79845,4785,2355,2430,446,558,"13231","44000","22997","28.8",4304,0,252
"1764",79847,100,85,15,13,100,"38469","18300","50921","9.0",100,0,0
"1765",79848,662,324,338,106,261,"21012","66700","25625","15.6",411,23,0
"1766",79849,12452,6207,6245,584,36,"11569","67000","27555","37.1",7717,51,0
"1767",79851,1227,756,471,69,273,"12295","44500","36083","23.2",825,52,22
"1768",79852,698,334,364,181,568,"20645","76900","26042","20.6",629,0,0
"1769",79853,2912,1406,1506,71,51,"10631","52400","31750","41.4",1971,0,0
"1770",79855,2208,1121,1087,133,380,"16422","57000","27418","30.0",1836,8,6
"1771",79901,10284,5242,5042,233,601,"10103","53200","13087","60.0",7877,368,29
"1772",79902,20123,9612,10511,4599,4370,"25558","152900","32989","24.9",15963,424,393
"1773",79903,16495,8239,8256,1935,1452,"16423","88900","30534","25.2",14670,292,138
"1774",79904,34098,16083,18015,2939,9035,"15334","100400","35605","29.0",27341,2252,506
"1775",79905,23108,10918,12190,1152,484,"12731","80000","21856","41.4",19608,94,0
"1776",79906,5125,2832,2293,689,3739,"17473","-","49119","13.9",3524,666,211
"1777",79907,53505,25533,27972,3493,1981,"13310","87800","31031","29.2",44233,320,17
"1778",79908,5299,3398,1901,622,4043,"22097","-","61836","2.8",2904,930,290
"1779",79911,4474,2127,2347,1907,1628,"38365","222500","91957","1.9",3579,133,253
"1780",79912,81159,39884,41275,26103,24586,"30175","185500","57863","16.3",61271,1815,2631
"1781",79915,35622,16278,19344,2570,1748,"16097","86100","30101","28.1",31159,603,26
"1782",79916,3074,2605,469,409,2367,"28718","-","-","0.0",1660,663,148
"1783",79922,8528,4365,4163,2801,2919,"37535","274900","75880","13.7",6941,31,99
"1784",79924,59587,28318,31269,6248,18133,"17850","99000","40682","22.6",47877,4645,1114
"1785",79925,39455,18619,20836,6472,9333,"23036","137900","46870","13.5",34916,1268,233
"1786",79927,41162,19864,21298,1426,1428,"12430","86100","33255","29.4",32982,135,89
"1787",79928,56851,27370,29481,5657,4863,"17901","116000","50513","20.8",48657,994,376
"1788",79930,28324,14531,13793,3498,5038,"18151","91900","33229","25.7",23327,1475,227
"1789",79932,28345,13688,14657,6162,5909,"25710","157100","56485","17.1",20493,334,164
"1790",79934,25846,12572,13274,5417,11436,"26355","134400","68084","6.8",19141,2951,502
"1791",79935,18166,8611,9555,2955,3141,"23167","143000","47744","16.6",16207,522,82
"1792",79936,111918,55178,56740,16802,15060,"22610","124000","52785","14.3",97923,3116,1426
"1793",79938,77487,39495,37992,10796,12671,"18922","139400","55742","16.7",64653,4342,590
"1794",88063,13310,6103,7207,744,214,"10293","95700","24867","40.2",12291,6,0
"1795",88220,35488,17931,17557,4287,19467,"28546","134000","63446","13.4",32641,589,100
"1796",88430,61,18,43,13,53,"42197","-","45417","0.0",61,0,0
"1797",NA,NA,NA,NA,NA,NA,"Estimate; Per capita income in the past 12 months (in 2017 inflation-adjusted dollars)","Estimate; Median value (dollars)","Estimate; Median household income in the past 12 months (in 2017 inflation-adjusted dollars)","Percent below poverty level; Estimate; Population for whom poverty status is determined",NA,NA,NA
